Mod:Item:MetaData, Localized Name
appliedenergistics2:facade:0, Cable Facade - Podzol
appliedenergistics2:facade:0, Cable Facade - Cobblestone
appliedenergistics2:facade:0, Cable Facade - Oak Wood Planks
appliedenergistics2:facade:0, Cable Facade - Spruce Wood Planks
appliedenergistics2:facade:0, Cable Facade - Birch Wood Planks
appliedenergistics2:facade:0, Cable Facade - Jungle Wood Planks
appliedenergistics2:facade:0, Cable Facade - Acacia Wood Planks
appliedenergistics2:facade:0, Cable Facade - Dark Oak Wood Planks
appliedenergistics2:facade:0, Cable Facade - Bedrock
appliedenergistics2:facade:0, Cable Facade - Sand
appliedenergistics2:facade:0, Cable Facade - Red Sand
appliedenergistics2:facade:0, Cable Facade - Gravel
appliedenergistics2:facade:0, Cable Facade - Gold Ore
appliedenergistics2:facade:0, Cable Facade - Iron Ore
appliedenergistics2:facade:0, Cable Facade - Coal Ore
appliedenergistics2:facade:0, Cable Facade - Oak Wood
appliedenergistics2:facade:0, Cable Facade - Spruce Wood
appliedenergistics2:facade:0, Cable Facade - Birch Wood
appliedenergistics2:facade:0, Cable Facade - Jungle Wood
appliedenergistics2:facade:0, Cable Facade - Oak Leaves
appliedenergistics2:facade:0, Cable Facade - Spruce Leaves
appliedenergistics2:facade:0, Cable Facade - Birch Leaves
appliedenergistics2:facade:0, Cable Facade - Jungle Leaves
appliedenergistics2:facade:0, Cable Facade - Sponge
appliedenergistics2:facade:0, Cable Facade - Wet Sponge
appliedenergistics2:facade:0, Cable Facade - Glass
appliedenergistics2:facade:0, Cable Facade - Lapis Lazuli Ore
appliedenergistics2:facade:0, Cable Facade - Lapis Lazuli Block
appliedenergistics2:facade:0, Cable Facade - Sandstone
appliedenergistics2:facade:0, Cable Facade - Chiseled Sandstone
appliedenergistics2:facade:0, Cable Facade - Smooth Sandstone
appliedenergistics2:facade:0, Cable Facade - White Wool
appliedenergistics2:facade:0, Cable Facade - Orange Wool
appliedenergistics2:facade:0, Cable Facade - Magenta Wool
appliedenergistics2:facade:0, Cable Facade - Light Blue Wool
appliedenergistics2:facade:0, Cable Facade - Yellow Wool
appliedenergistics2:facade:0, Cable Facade - Lime Wool
appliedenergistics2:facade:0, Cable Facade - Pink Wool
appliedenergistics2:facade:0, Cable Facade - Gray Wool
appliedenergistics2:facade:0, Cable Facade - Light Gray Wool
appliedenergistics2:facade:0, Cable Facade - Cyan Wool
appliedenergistics2:facade:0, Cable Facade - Purple Wool
appliedenergistics2:facade:0, Cable Facade - Blue Wool
appliedenergistics2:facade:0, Cable Facade - Brown Wool
appliedenergistics2:facade:0, Cable Facade - Green Wool
appliedenergistics2:facade:0, Cable Facade - Red Wool
appliedenergistics2:facade:0, Cable Facade - Black Wool
appliedenergistics2:facade:0, Cable Facade - Block of Gold
appliedenergistics2:facade:0, Cable Facade - Block of Iron
appliedenergistics2:facade:0, Cable Facade - Bricks
appliedenergistics2:facade:0, Cable Facade - TNT
appliedenergistics2:facade:0, Cable Facade - Bookshelf
appliedenergistics2:facade:0, Cable Facade - Moss Stone
appliedenergistics2:facade:0, Cable Facade - Obsidian
appliedenergistics2:facade:0, Cable Facade - Diamond Ore
appliedenergistics2:facade:0, Cable Facade - Block of Diamond
appliedenergistics2:facade:0, Cable Facade - Crafting Table
appliedenergistics2:facade:0, Cable Facade - Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Ice
appliedenergistics2:facade:0, Cable Facade - Snow
appliedenergistics2:facade:0, Cable Facade - Clay
appliedenergistics2:facade:0, Cable Facade - Pumpkin
appliedenergistics2:facade:0, Cable Facade - Netherrack
appliedenergistics2:facade:0, Cable Facade - Soul Sand
appliedenergistics2:facade:0, Cable Facade - Glowstone
appliedenergistics2:facade:0, Cable Facade - Jack o'Lantern
appliedenergistics2:facade:0, Cable Facade - White Stained Glass
appliedenergistics2:facade:0, Cable Facade - Orange Stained Glass
appliedenergistics2:facade:0, Cable Facade - Magenta Stained Glass
appliedenergistics2:facade:0, Cable Facade - Light Blue Stained Glass
appliedenergistics2:facade:0, Cable Facade - Yellow Stained Glass
appliedenergistics2:facade:0, Cable Facade - Lime Stained Glass
appliedenergistics2:facade:0, Cable Facade - Pink Stained Glass
appliedenergistics2:facade:0, Cable Facade - Gray Stained Glass
appliedenergistics2:facade:0, Cable Facade - Light Gray Stained Glass
appliedenergistics2:facade:0, Cable Facade - Cyan Stained Glass
appliedenergistics2:facade:0, Cable Facade - Purple Stained Glass
appliedenergistics2:facade:0, Cable Facade - Blue Stained Glass
appliedenergistics2:facade:0, Cable Facade - Brown Stained Glass
appliedenergistics2:facade:0, Cable Facade - Green Stained Glass
appliedenergistics2:facade:0, Cable Facade - Red Stained Glass
appliedenergistics2:facade:0, Cable Facade - Black Stained Glass
appliedenergistics2:facade:0, Cable Facade - Stone Monster Egg
appliedenergistics2:facade:0, Cable Facade - Cobblestone Monster Egg
appliedenergistics2:facade:0, Cable Facade - Stone Brick Monster Egg
appliedenergistics2:facade:0, Cable Facade - Mossy Stone Brick Monster Egg
appliedenergistics2:facade:0, Cable Facade - Cracked Stone Brick Monster Egg
appliedenergistics2:facade:0, Cable Facade - Chiseled Stone Brick Monster Egg
appliedenergistics2:facade:0, Cable Facade - Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Mossy Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Cracked Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Chiseled Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Mushroom
appliedenergistics2:facade:0, Cable Facade - Mushroom
appliedenergistics2:facade:0, Cable Facade - Melon
appliedenergistics2:facade:0, Cable Facade - Mycelium
appliedenergistics2:facade:0, Cable Facade - Nether Brick
appliedenergistics2:facade:0, Cable Facade - End Stone
appliedenergistics2:facade:0, Cable Facade - Redstone Lamp
appliedenergistics2:facade:0, Cable Facade - Emerald Ore
appliedenergistics2:facade:0, Cable Facade - Block of Emerald
appliedenergistics2:facade:0, Cable Facade - Block of Redstone
appliedenergistics2:facade:0, Cable Facade - Nether Quartz Ore
appliedenergistics2:facade:0, Cable Facade - Block of Quartz
appliedenergistics2:facade:0, Cable Facade - Chiseled Quartz Block
appliedenergistics2:facade:0, Cable Facade - Pillar Quartz Block
appliedenergistics2:facade:0, Cable Facade - White Terracotta
appliedenergistics2:facade:0, Cable Facade - Orange Terracotta
appliedenergistics2:facade:0, Cable Facade - Magenta Terracotta
appliedenergistics2:facade:0, Cable Facade - Light Blue Terracotta
appliedenergistics2:facade:0, Cable Facade - Yellow Terracotta
appliedenergistics2:facade:0, Cable Facade - Lime Terracotta
appliedenergistics2:facade:0, Cable Facade - Pink Terracotta
appliedenergistics2:facade:0, Cable Facade - Gray Terracotta
appliedenergistics2:facade:0, Cable Facade - Light Gray Terracotta
appliedenergistics2:facade:0, Cable Facade - Cyan Terracotta
appliedenergistics2:facade:0, Cable Facade - Purple Terracotta
appliedenergistics2:facade:0, Cable Facade - Blue Terracotta
appliedenergistics2:facade:0, Cable Facade - Brown Terracotta
appliedenergistics2:facade:0, Cable Facade - Green Terracotta
appliedenergistics2:facade:0, Cable Facade - Red Terracotta
appliedenergistics2:facade:0, Cable Facade - Black Terracotta
appliedenergistics2:facade:0, Cable Facade - Acacia Leaves
appliedenergistics2:facade:0, Cable Facade - Dark Oak Leaves
appliedenergistics2:facade:0, Cable Facade - Acacia Wood
appliedenergistics2:facade:0, Cable Facade - Dark Oak Wood
appliedenergistics2:facade:0, Cable Facade - Slime Block
appliedenergistics2:facade:0, Cable Facade - Prismarine
appliedenergistics2:facade:0, Cable Facade - Prismarine Bricks
appliedenergistics2:facade:0, Cable Facade - Dark Prismarine
appliedenergistics2:facade:0, Cable Facade - Sea Lantern
appliedenergistics2:facade:0, Cable Facade - Hay Bale
appliedenergistics2:facade:0, Cable Facade - Terracotta
appliedenergistics2:facade:0, Cable Facade - Block of Coal
appliedenergistics2:facade:0, Cable Facade - Packed Ice
appliedenergistics2:facade:0, Cable Facade - Red Sandstone
appliedenergistics2:facade:0, Cable Facade - Chiseled Red Sandstone
appliedenergistics2:facade:0, Cable Facade - Smooth Red Sandstone
appliedenergistics2:facade:0, Cable Facade - Purpur Block
appliedenergistics2:facade:0, Cable Facade - Purpur Pillar
appliedenergistics2:facade:0, Cable Facade - End Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Magma Block
appliedenergistics2:facade:0, Cable Facade - Nether Wart Block
appliedenergistics2:facade:0, Cable Facade - Red Nether Brick
appliedenergistics2:facade:0, Cable Facade - Bone Block
appliedenergistics2:facade:0, Cable Facade - Observer
appliedenergistics2:facade:0, Cable Facade - White Glazed Terracotta
appliedenergistics2:facade:0, Cable Facade - Orange Glazed Terracotta
appliedenergistics2:facade:0, Cable Facade - Magenta Glazed Terracotta
appliedenergistics2:facade:0, Cable Facade - Light Blue Glazed Terracotta
appliedenergistics2:facade:0, Cable Facade - Yellow Glazed Terracotta
appliedenergistics2:facade:0, Cable Facade - Lime Glazed Terracotta
appliedenergistics2:facade:0, Cable Facade - Pink Glazed Terracotta
appliedenergistics2:facade:0, Cable Facade - Gray Glazed Terracotta
appliedenergistics2:facade:0, Cable Facade - Light Gray Glazed Terracotta
appliedenergistics2:facade:0, Cable Facade - Cyan Glazed Terracotta
appliedenergistics2:facade:0, Cable Facade - Purple Glazed Terracotta
appliedenergistics2:facade:0, Cable Facade - Blue Glazed Terracotta
appliedenergistics2:facade:0, Cable Facade - Brown Glazed Terracotta
appliedenergistics2:facade:0, Cable Facade - Green Glazed Terracotta
appliedenergistics2:facade:0, Cable Facade - Red Glazed Terracotta
appliedenergistics2:facade:0, Cable Facade - Black Glazed Terracotta
appliedenergistics2:facade:0, Cable Facade - White Concrete
appliedenergistics2:facade:0, Cable Facade - Orange Concrete
appliedenergistics2:facade:0, Cable Facade - Magenta Concrete
appliedenergistics2:facade:0, Cable Facade - Light Blue Concrete
appliedenergistics2:facade:0, Cable Facade - Yellow Concrete
appliedenergistics2:facade:0, Cable Facade - Lime Concrete
appliedenergistics2:facade:0, Cable Facade - Pink Concrete
appliedenergistics2:facade:0, Cable Facade - Gray Concrete
appliedenergistics2:facade:0, Cable Facade - Light Gray Concrete
appliedenergistics2:facade:0, Cable Facade - Cyan Concrete
appliedenergistics2:facade:0, Cable Facade - Purple Concrete
appliedenergistics2:facade:0, Cable Facade - Blue Concrete
appliedenergistics2:facade:0, Cable Facade - Brown Concrete
appliedenergistics2:facade:0, Cable Facade - Green Concrete
appliedenergistics2:facade:0, Cable Facade - Red Concrete
appliedenergistics2:facade:0, Cable Facade - Black Concrete
appliedenergistics2:facade:0, Cable Facade - White Concrete Powder
appliedenergistics2:facade:0, Cable Facade - Orange Concrete Powder
appliedenergistics2:facade:0, Cable Facade - Magenta Concrete Powder
appliedenergistics2:facade:0, Cable Facade - Light Blue Concrete Powder
appliedenergistics2:facade:0, Cable Facade - Yellow Concrete Powder
appliedenergistics2:facade:0, Cable Facade - Lime Concrete Powder
appliedenergistics2:facade:0, Cable Facade - Pink Concrete Powder
appliedenergistics2:facade:0, Cable Facade - Gray Concrete Powder
appliedenergistics2:facade:0, Cable Facade - Light Gray Concrete Powder
appliedenergistics2:facade:0, Cable Facade - Cyan Concrete Powder
appliedenergistics2:facade:0, Cable Facade - Purple Concrete Powder
appliedenergistics2:facade:0, Cable Facade - Blue Concrete Powder
appliedenergistics2:facade:0, Cable Facade - Brown Concrete Powder
appliedenergistics2:facade:0, Cable Facade - Green Concrete Powder
appliedenergistics2:facade:0, Cable Facade - Red Concrete Powder
appliedenergistics2:facade:0, Cable Facade - Black Concrete Powder
appliedenergistics2:facade:0, Cable Facade - Copper Ore
appliedenergistics2:facade:0, Cable Facade - Tin Ore
appliedenergistics2:facade:0, Cable Facade - Silver Ore
appliedenergistics2:facade:0, Cable Facade - Lead Ore
appliedenergistics2:facade:0, Cable Facade - Aluminum Ore
appliedenergistics2:facade:0, Cable Facade - Nickel Ore
appliedenergistics2:facade:0, Cable Facade - Platinum Ore
appliedenergistics2:facade:0, Cable Facade - Iridium Ore
appliedenergistics2:facade:0, Cable Facade - Mana Infused Ore
appliedenergistics2:facade:0, Cable Facade - Oil Sand
appliedenergistics2:facade:0, Cable Facade - Oil Shale
appliedenergistics2:facade:0, Cable Facade - Destabilized Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Energized Netherrack
appliedenergistics2:facade:0, Cable Facade - Resonant End Stone
appliedenergistics2:facade:0, Cable Facade - Oil Sand
appliedenergistics2:facade:0, Cable Facade - Block of Copper
appliedenergistics2:facade:0, Cable Facade - Block of Tin
appliedenergistics2:facade:0, Cable Facade - Block of Silver
appliedenergistics2:facade:0, Cable Facade - Block of Lead
appliedenergistics2:facade:0, Cable Facade - Block of Aluminum
appliedenergistics2:facade:0, Cable Facade - Block of Nickel
appliedenergistics2:facade:0, Cable Facade - Block of Platinum
appliedenergistics2:facade:0, Cable Facade - Block of Iridium
appliedenergistics2:facade:0, Cable Facade - Block of Mana Infused Metal
appliedenergistics2:facade:0, Cable Facade - Block of Steel
appliedenergistics2:facade:0, Cable Facade - Block of Electrum
appliedenergistics2:facade:0, Cable Facade - Block of Invar
appliedenergistics2:facade:0, Cable Facade - Block of Bronze
appliedenergistics2:facade:0, Cable Facade - Block of Constantan
appliedenergistics2:facade:0, Cable Facade - Block of Signalum
appliedenergistics2:facade:0, Cable Facade - Block of Lumium
appliedenergistics2:facade:0, Cable Facade - Block of Enderium
appliedenergistics2:facade:0, Cable Facade - Block of Charcoal
appliedenergistics2:facade:0, Cable Facade - Block of Coal Coke
appliedenergistics2:facade:0, Cable Facade - Black Rockwool
appliedenergistics2:facade:0, Cable Facade - Red Rockwool
appliedenergistics2:facade:0, Cable Facade - Green Rockwool
appliedenergistics2:facade:0, Cable Facade - Brown Rockwool
appliedenergistics2:facade:0, Cable Facade - Blue Rockwool
appliedenergistics2:facade:0, Cable Facade - Purple Rockwool
appliedenergistics2:facade:0, Cable Facade - Cyan Rockwool
appliedenergistics2:facade:0, Cable Facade - Light Gray Rockwool
appliedenergistics2:facade:0, Cable Facade - Gray Rockwool
appliedenergistics2:facade:0, Cable Facade - Pink Rockwool
appliedenergistics2:facade:0, Cable Facade - Lime Rockwool
appliedenergistics2:facade:0, Cable Facade - Yellow Rockwool
appliedenergistics2:facade:0, Cable Facade - Light Blue Rockwool
appliedenergistics2:facade:0, Cable Facade - Magenta Rockwool
appliedenergistics2:facade:0, Cable Facade - Orange Rockwool
appliedenergistics2:facade:0, Cable Facade - White Rockwool
appliedenergistics2:facade:0, Cable Facade - Draconium Ore
appliedenergistics2:facade:0, Cable Facade - Nether Draconium Ore
appliedenergistics2:facade:0, Cable Facade - Ender Draconium Ore
appliedenergistics2:facade:0, Cable Facade - Draconium Block
appliedenergistics2:facade:0, Cable Facade - Charged Draconium Block
appliedenergistics2:facade:0, Cable Facade - Awakened Draconium Block
appliedenergistics2:facade:0, Cable Facade - Draconium Infused Obsidian
appliedenergistics2:facade:0, Cable Facade - Dislocation Normalization Field Projector
appliedenergistics2:facade:0, Cable Facade - Bog Earth
appliedenergistics2:facade:0, Cable Facade - Humus
appliedenergistics2:facade:0, Cable Facade - Apatite Ore
appliedenergistics2:facade:0, Cable Facade - Copper Ore
appliedenergistics2:facade:0, Cable Facade - Tin Ore
appliedenergistics2:facade:0, Cable Facade - Block of Apatite
appliedenergistics2:facade:0, Cable Facade - Block of Copper
appliedenergistics2:facade:0, Cable Facade - Block of Tin
appliedenergistics2:facade:0, Cable Facade - Block of Bronze
appliedenergistics2:facade:0, Cable Facade - Ash Bricks
appliedenergistics2:facade:0, Cable Facade - Block of Charcoal
appliedenergistics2:facade:0, Cable Facade - Wood Pile
appliedenergistics2:facade:0, Cable Facade - Decorative Wood Pile
appliedenergistics2:facade:0, Cable Facade - Ash Block
appliedenergistics2:facade:0, Cable Facade - Loam
appliedenergistics2:facade:0, Cable Facade - Honey Comb Block
appliedenergistics2:facade:0, Cable Facade - Simmering Comb Block
appliedenergistics2:facade:0, Cable Facade - Stringy Comb Block
appliedenergistics2:facade:0, Cable Facade - Frozen Comb Block
appliedenergistics2:facade:0, Cable Facade - Dripping Comb Block
appliedenergistics2:facade:0, Cable Facade - Silky Comb Block
appliedenergistics2:facade:0, Cable Facade - Parched Comb Block
appliedenergistics2:facade:0, Cable Facade - Mossy Comb Block
appliedenergistics2:facade:0, Cable Facade - Mellow Comb Block
appliedenergistics2:facade:0, Cable Facade - Larch Wood
appliedenergistics2:facade:0, Cable Facade - Teak Wood
appliedenergistics2:facade:0, Cable Facade - Desert Acacia Wood
appliedenergistics2:facade:0, Cable Facade - Lime Wood
appliedenergistics2:facade:0, Cable Facade - Chestnut Wood
appliedenergistics2:facade:0, Cable Facade - Wenge Wood
appliedenergistics2:facade:0, Cable Facade - Baobab Wood
appliedenergistics2:facade:0, Cable Facade - Sequoia Wood
appliedenergistics2:facade:0, Cable Facade - Kapok Wood
appliedenergistics2:facade:0, Cable Facade - Ebony Wood
appliedenergistics2:facade:0, Cable Facade - Mahogany Wood
appliedenergistics2:facade:0, Cable Facade - Balsa Wood
appliedenergistics2:facade:0, Cable Facade - Willow Wood
appliedenergistics2:facade:0, Cable Facade - Walnut Wood
appliedenergistics2:facade:0, Cable Facade - Greenheart Wood
appliedenergistics2:facade:0, Cable Facade - Cherry Wood
appliedenergistics2:facade:0, Cable Facade - Mahoe Wood
appliedenergistics2:facade:0, Cable Facade - Poplar Wood
appliedenergistics2:facade:0, Cable Facade - Palm Wood
appliedenergistics2:facade:0, Cable Facade - Papaya Wood
appliedenergistics2:facade:0, Cable Facade - Pine Wood
appliedenergistics2:facade:0, Cable Facade - Plum Wood
appliedenergistics2:facade:0, Cable Facade - Maple Wood
appliedenergistics2:facade:0, Cable Facade - Citrus Wood
appliedenergistics2:facade:0, Cable Facade - Giant Sequoia Wood
appliedenergistics2:facade:0, Cable Facade - Ipe Wood
appliedenergistics2:facade:0, Cable Facade - Padauk Wood
appliedenergistics2:facade:0, Cable Facade - Cocobolo Wood
appliedenergistics2:facade:0, Cable Facade - Zebrawood Wood
appliedenergistics2:facade:0, Cable Facade - Larch Wood (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Teak Wood (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Desert Acacia Wood (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Lime Wood (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Chestnut Wood (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Wenge Wood (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Baobab Wood (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Sequoia Wood (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Kapok Wood (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Ebony Wood (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Mahogany Wood (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Balsa Wood (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Willow Wood (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Walnut Wood (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Greenheart Wood (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Cherry Wood (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Mahoe Wood (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Poplar Wood (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Palm Wood (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Papaya Wood (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Pine Wood (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Plum Wood (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Maple Wood (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Citrus Wood (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Giant Sequoia Wood (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Ipe Wood (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Padauk Wood (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Cocobolo Wood (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Zebrawood Wood (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Oak Wood (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Spruce Wood (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Birch Wood (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Jungle Wood (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Acacia Wood (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Dark Oak Wood (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Larch Wood Planks
appliedenergistics2:facade:0, Cable Facade - Teak Wood Planks
appliedenergistics2:facade:0, Cable Facade - Desert Acacia Wood Planks
appliedenergistics2:facade:0, Cable Facade - Lime Wood Planks
appliedenergistics2:facade:0, Cable Facade - Chestnut Wood Planks
appliedenergistics2:facade:0, Cable Facade - Wenge Wood Planks
appliedenergistics2:facade:0, Cable Facade - Baobab Wood Planks
appliedenergistics2:facade:0, Cable Facade - Sequoia Wood Planks
appliedenergistics2:facade:0, Cable Facade - Kapok Wood Planks
appliedenergistics2:facade:0, Cable Facade - Ebony Wood Planks
appliedenergistics2:facade:0, Cable Facade - Mahogany Wood Planks
appliedenergistics2:facade:0, Cable Facade - Balsa Wood Planks
appliedenergistics2:facade:0, Cable Facade - Willow Wood Planks
appliedenergistics2:facade:0, Cable Facade - Walnut Wood Planks
appliedenergistics2:facade:0, Cable Facade - Greenheart Wood Planks
appliedenergistics2:facade:0, Cable Facade - Cherry Wood Planks
appliedenergistics2:facade:0, Cable Facade - Mahoe Wood Planks
appliedenergistics2:facade:0, Cable Facade - Poplar Wood Planks
appliedenergistics2:facade:0, Cable Facade - Palm Wood Planks
appliedenergistics2:facade:0, Cable Facade - Papaya Wood Planks
appliedenergistics2:facade:0, Cable Facade - Pine Wood Planks
appliedenergistics2:facade:0, Cable Facade - Plum Wood Planks
appliedenergistics2:facade:0, Cable Facade - Maple Wood Planks
appliedenergistics2:facade:0, Cable Facade - Citrus Wood Planks
appliedenergistics2:facade:0, Cable Facade - Giant Sequoia Wood Planks
appliedenergistics2:facade:0, Cable Facade - Ipe Wood Planks
appliedenergistics2:facade:0, Cable Facade - Padauk Wood Planks
appliedenergistics2:facade:0, Cable Facade - Cocobolo Wood Planks
appliedenergistics2:facade:0, Cable Facade - Zebrawood Wood Planks
appliedenergistics2:facade:0, Cable Facade - Larch Wood Planks (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Teak Wood Planks (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Desert Acacia Wood Planks (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Lime Wood Planks (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Chestnut Wood Planks (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Wenge Wood Planks (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Baobab Wood Planks (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Sequoia Wood Planks (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Kapok Wood Planks (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Ebony Wood Planks (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Mahogany Wood Planks (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Balsa Wood Planks (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Willow Wood Planks (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Walnut Wood Planks (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Greenheart Wood Planks (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Cherry Wood Planks (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Mahoe Wood Planks (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Poplar Wood Planks (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Palm Wood Planks (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Papaya Wood Planks (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Pine Wood Planks (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Plum Wood Planks (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Maple Wood Planks (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Citrus Wood Planks (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Giant Sequoia Wood Planks (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Ipe Wood Planks (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Padauk Wood Planks (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Cocobolo Wood Planks (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Zebrawood Wood Planks (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Oak Wood Planks (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Spruce Wood Planks (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Birch Wood Planks (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Jungle Wood Planks (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Acacia Wood Planks (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Dark Oak Wood Planks (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Apple Oak Leaves
appliedenergistics2:facade:0, Cable Facade - Dark Oak Leaves
appliedenergistics2:facade:0, Cable Facade - Silver Birch Leaves
appliedenergistics2:facade:0, Cable Facade - Silver Lime Leaves
appliedenergistics2:facade:0, Cable Facade - Common Walnut Leaves
appliedenergistics2:facade:0, Cable Facade - Sweet Chestnut Leaves
appliedenergistics2:facade:0, Cable Facade - Hill Cherry Leaves
appliedenergistics2:facade:0, Cable Facade - Lemon Leaves
appliedenergistics2:facade:0, Cable Facade - Plum Leaves
appliedenergistics2:facade:0, Cable Facade - Sugar Maple Leaves
appliedenergistics2:facade:0, Cable Facade - Red Spruce Leaves
appliedenergistics2:facade:0, Cable Facade - Mundane Larch Leaves
appliedenergistics2:facade:0, Cable Facade - Bull Pine Leaves
appliedenergistics2:facade:0, Cable Facade - Coast Sequoia Leaves
appliedenergistics2:facade:0, Cable Facade - Giant Sequoia Leaves
appliedenergistics2:facade:0, Cable Facade - Jungle Leaves
appliedenergistics2:facade:0, Cable Facade - Teak Leaves
appliedenergistics2:facade:0, Cable Facade - Ipe Leaves
appliedenergistics2:facade:0, Cable Facade - Kapok Leaves
appliedenergistics2:facade:0, Cable Facade - Myrtle Ebony Leaves
appliedenergistics2:facade:0, Cable Facade - Zebrawood Leaves
appliedenergistics2:facade:0, Cable Facade - Yellow Meranti Leaves
appliedenergistics2:facade:0, Cable Facade - Acacia Leaves
appliedenergistics2:facade:0, Cable Facade - Desert Acacia Leaves
appliedenergistics2:facade:0, Cable Facade - Padauk Leaves
appliedenergistics2:facade:0, Cable Facade - Balsa Leaves
appliedenergistics2:facade:0, Cable Facade - Cocobolo Leaves
appliedenergistics2:facade:0, Cable Facade - Wenge Leaves
appliedenergistics2:facade:0, Cable Facade - Grandidier's Baobab Leaves
appliedenergistics2:facade:0, Cable Facade - Blue Mahoe Leaves
appliedenergistics2:facade:0, Cable Facade - White Willow Leaves
appliedenergistics2:facade:0, Cable Facade - Sipiri Leaves
appliedenergistics2:facade:0, Cable Facade - Papaya Leaves
appliedenergistics2:facade:0, Cable Facade - Date Palm Leaves
appliedenergistics2:facade:0, Cable Facade - White Poplar Leaves
appliedenergistics2:facade:0, Cable Facade - Magical Planks
appliedenergistics2:facade:0, Cable Facade - Magical Wood
appliedenergistics2:facade:0, Cable Facade - Diagonal Wood
appliedenergistics2:facade:0, Cable Facade - Angel Block
appliedenergistics2:facade:0, Cable Facade - Cursed Earth
appliedenergistics2:facade:0, Cable Facade - Redstone Clock
